CUST_NAME,AGE,GENDER,RACE,STATE,MONTHLY_INCOME,ONLINE_CUST
Cust2748,35,[2]Male,[1]Bumiputra,SELANGOR,4020,1
Cust2749,35,[2]Male,[1]Bumiputra,KUALA LUMPUR,4700,1
Cust2750,35,[2]Male,[2]Chinese,KEDAH,4800,1
Cust2751,35,[2]Male,[1]Bumiputra,PUTRAJAYA,2110,1
Cust2752,35,[2]Male,[1]Bumiputra,SELANGOR,1860,1
Cust2753,35,[1]Female,[1]Bumiputra,SELANGOR,11570,1
Cust2754,35,[2]Male,[1]Bumiputra,PERAK,3130,1
Cust2755,35,[2]Male,[1]Bumiputra,JOHOR,3720,1
Cust2756,35,[2]Male,[1]Bumiputra,SELANGOR,5180,1
Cust2757,35,[1]Female,[1]Bumiputra,KUALA LUMPUR,2660,1
Cust2758,35,[2]Male,[1]Bumiputra,KUALA LUMPUR,4490,1
Cust2759,35,[2]Male,[2]Chinese,PERAK,5480,1
Cust2760,35,[2]Male,[1]Bumiputra,SELANGOR,4180,1
Cust2761,35,[1]Female,[2]Chinese,PERAK,3720,1
Cust2762,35,[1]Female,[1]Bumiputra,SELANGOR,4820,1
Cust2763,35,[2]Male,[3]Indian,SELANGOR,7500,1
Cust2764,35,[2]Male,[2]Chinese,PULAU PINANG,15000,1
Cust2765,35,[2]Male,[1]Bumiputra,SELANGOR,3150,1
Cust2766,35,[2]Male,[3]Indian,SELANGOR,6270,1
Cust2767,35,[2]Male,[2]Chinese,KELANTAN,2000,1
Cust2768,35,[1]Female,[2]Chinese,SELANGOR,8590,1
Cust2769,35,[1]Female,[1]Bumiputra,SELANGOR,7340,1
Cust2770,35,[2]Male,[2]Chinese,PERAK,3830,1
Cust2771,35,[2]Male,[2]Chinese,SELANGOR,7690,1
Cust2772,35,[1]Female,[1]Bumiputra,LABUAN,15000,1
Cust2773,35,[1]Female,[1]Bumiputra,KEDAH,7740,1
Cust2774,35,[1]Female,[2]Chinese,SELANGOR,5070,1
Cust2775,35,[1]Female,[1]Bumiputra,KUALA LUMPUR,2320,1
Cust2776,35,[1]Female,[1]Bumiputra,SELANGOR,4200,1
Cust2777,35,[1]Female,[1]Bumiputra,SELANGOR,3820,1
Cust2778,35,[2]Male,[2]Chinese,PULAU PINANG,9370,1
Cust2779,35,[2]Male,[1]Bumiputra,JOHOR,8220,1
Cust2780,35,[2]Male,[1]Bumiputra,SELANGOR,2650,1
Cust2781,35,[2]Male,[1]Bumiputra,MELAKA,2490,1
Cust2782,35,[2]Male,[1]Bumiputra,PUTRAJAYA,8080,1
Cust2783,35,[2]Male,[1]Bumiputra,SELANGOR,5450,1
Cust2784,35,[2]Male,[1]Bumiputra,KUALA LUMPUR,3860,1
Cust2785,35,[2]Male,[2]Chinese,SELANGOR,6500,1
Cust2786,35,[2]Male,[1]Bumiputra,KUALA LUMPUR,3690,1
Cust2787,35,[1]Female,[1]Bumiputra,TERENGGANU,5240,1
Cust2788,35,[1]Female,[2]Chinese,PERAK,2890,1
Cust2789,35,[1]Female,[1]Bumiputra,PAHANG,3310,1
Cust2790,35,[1]Female,[2]Chinese,PULAU PINANG,1980,1
Cust2791,35,[2]Male,[1]Bumiputra,PAHANG,1970,1
Cust2792,35,[1]Female,[2]Chinese,PULAU PINANG,13410,1
Cust2793,35,[2]Male,[1]Bumiputra,KUALA LUMPUR,5920,1
Cust2794,35,[2]Male,[1]Bumiputra,KEDAH,4440,1
Cust2795,35,[2]Male,[1]Bumiputra,PULAU PINANG,4080,1
Cust2796,35,[1]Female,[3]Indian,NEGERI SEMBILAN,2210,1
Cust2797,35,[1]Female,[1]Bumiputra,PULAU PINANG,4310,1
Cust2798,35,[1]Female,[1]Bumiputra,SELANGOR,5040,1
Cust2799,35,[1]Female,[1]Bumiputra,SELANGOR,2890,1
Cust2800,35,[1]Female,[2]Chinese,NEGERI SEMBILAN,5330,1
Cust2801,35,[2]Male,[2]Chinese,SELANGOR,4510,1
Cust2802,35,[1]Female,[1]Bumiputra,KELANTAN,4500,1
Cust2803,35,[1]Female,[1]Bumiputra,KUALA LUMPUR,6400,1
Cust2804,35,[1]Female,[1]Bumiputra,SELANGOR,6460,1
Cust2805,35,[2]Male,[1]Bumiputra,PULAU PINANG,5050,1
Cust2806,35,[1]Female,[1]Bumiputra,SELANGOR,2090,1
Cust2807,35,[2]Male,[1]Bumiputra,JOHOR,6380,1
Cust2808,35,[2]Male,[1]Bumiputra,SELANGOR,2120,1
Cust2809,35,[2]Male,[1]Bumiputra,KEDAH,7260,1
Cust2810,35,[2]Male,[1]Bumiputra,PERAK,2000,1
Cust2811,35,[1]Female,[1]Bumiputra,SELANGOR,2950,1
Cust2812,35,[2]Male,[1]Bumiputra,KEDAH,2670,1
Cust2813,35,[2]Male,[1]Bumiputra,PERAK,6040,1
Cust2814,35,[2]Male,[2]Chinese,SELANGOR,14680,1
Cust2815,35,[2]Male,[1]Bumiputra,SELANGOR,15000,1
Cust2816,35,[1]Female,[1]Bumiputra,SELANGOR,4860,1
Cust2817,35,[1]Female,[2]Chinese,SELANGOR,7090,1
Cust2818,35,[2]Male,[1]Bumiputra,SELANGOR,4530,1
Cust2819,35,[1]Female,[1]Bumiputra,SELANGOR,4800,1
Cust2820,35,[1]Female,[1]Bumiputra,PULAU PINANG,4230,1
Cust2821,35,[1]Female,[1]Bumiputra,SELANGOR,2190,1
Cust2822,35,[2]Male,[2]Chinese,PULAU PINANG,2560,1
Cust2823,35,[2]Male,[1]Bumiputra,KEDAH,2430,1
Cust2824,35,[2]Male,[1]Bumiputra,SELANGOR,2350,1
Cust2825,35,[1]Female,[1]Bumiputra,SELANGOR,6540,1
Cust2826,35,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,5580,1
Cust2827,35,[2]Male,[2]Chinese,KUALA LUMPUR,5070,1
Cust2828,35,[2]Male,[1]Bumiputra,SELANGOR,5050,1
Cust2829,35,[1]Female,[1]Bumiputra,SELANGOR,1970,1
Cust2830,35,[2]Male,[2]Chinese,JOHOR,13100,1
Cust2831,35,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,2660,1
Cust2832,35,[1]Female,[1]Bumiputra,KUALA LUMPUR,4980,1
Cust2833,35,[1]Female,[2]Chinese,SELANGOR,5530,1
Cust2834,35,[2]Male,[2]Chinese,SELANGOR,8290,1
Cust2835,35,[2]Male,[1]Bumiputra,PERAK,2640,1
Cust2836,35,[2]Male,[1]Bumiputra,JOHOR,12760,1
Cust2837,35,[2]Male,[1]Bumiputra,KUALA LUMPUR,13590,1
Cust2838,35,[1]Female,[1]Bumiputra,SELANGOR,2930,1
Cust2839,35,[2]Male,[1]Bumiputra,SELANGOR,4720,1
Cust2840,35,[2]Male,[1]Bumiputra,KUALA LUMPUR,12330,1
Cust2841,35,[1]Female,[1]Bumiputra,KUALA LUMPUR,11240,1
Cust2842,35,[2]Male,[1]Bumiputra,SELANGOR,10220,1
Cust2843,35,[2]Male,[3]Indian,SABAH,7040,1
Cust2844,35,[1]Female,[4]Others,SELANGOR,6630,1
Cust2845,35,[2]Male,[1]Bumiputra,SELANGOR,5370,1
Cust2846,35,[2]Male,[1]Bumiputra,KEDAH,2360,1
Cust2847,35,[1]Female,[1]Bumiputra,KUALA LUMPUR,2870,1
Cust2848,35,[2]Male,[2]Chinese,JOHOR,6430,1
Cust2849,35,[2]Male,[1]Bumiputra,JOHOR,7550,1
Cust2850,35,[1]Female,[1]Bumiputra,SELANGOR,5490,1
Cust2851,35,[2]Male,[2]Chinese,PULAU PINANG,7820,1
Cust2852,35,[1]Female,[1]Bumiputra,PERLIS,4530,1
Cust2853,35,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,3030,1
Cust2854,35,[1]Female,[1]Bumiputra,MELAKA,2320,1
Cust2855,35,[2]Male,[1]Bumiputra,SELANGOR,3570,1
Cust2856,35,[1]Female,[1]Bumiputra,JOHOR,2530,1
Cust2857,35,[1]Female,[1]Bumiputra,KELANTAN,3310,1
Cust2858,35,[1]Female,[1]Bumiputra,KUALA LUMPUR,7790,1
Cust2859,35,[2]Male,[2]Chinese,JOHOR,4170,1
Cust2860,35,[2]Male,[1]Bumiputra,TERENGGANU,15000,1
Cust2861,35,[2]Male,[1]Bumiputra,MELAKA,5310,1
Cust2862,35,[1]Female,[1]Bumiputra,KUALA LUMPUR,7280,1
Cust2863,35,[2]Male,[1]Bumiputra,TERENGGANU,3830,1
Cust2864,35,[1]Female,[2]Chinese,SELANGOR,6390,1
Cust2865,35,[1]Female,[2]Chinese,SELANGOR,4650,1
Cust2866,35,[2]Male,[2]Chinese,PERAK,4180,1
Cust2867,35,[1]Female,[1]Bumiputra,KEDAH,3400,1
Cust2868,35,[1]Female,[1]Bumiputra,KUALA LUMPUR,5830,1
Cust2869,35,[2]Male,[1]Bumiputra,SELANGOR,2570,1
Cust2870,35,[1]Female,[1]Bumiputra,KEDAH,3190,1
Cust2871,35,[1]Female,[1]Bumiputra,SELANGOR,3250,1
Cust2872,35,[2]Male,[3]Indian,SELANGOR,8920,1
Cust2873,35,[1]Female,[1]Bumiputra,SELANGOR,2600,1
Cust2874,35,[2]Male,[2]Chinese,SELANGOR,10550,1
Cust2875,35,[2]Male,[1]Bumiputra,SELANGOR,2670,1
Cust2876,35,[1]Female,[2]Chinese,KEDAH,2000,1
Cust2877,35,[2]Male,[2]Chinese,KEDAH,4750,1
Cust2878,35,[1]Female,[3]Indian,SELANGOR,1950,1
Cust2879,35,[1]Female,[1]Bumiputra,KEDAH,3210,1
Cust2880,35,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,3930,1
Cust2881,35,[2]Male,[1]Bumiputra,SELANGOR,4050,1
Cust2882,35,[1]Female,[1]Bumiputra,SELANGOR,4740,1
Cust2883,35,[1]Female,[1]Bumiputra,KELANTAN,2730,1
Cust2884,35,[2]Male,[1]Bumiputra,KEDAH,2880,1
Cust2885,35,[2]Male,[2]Chinese,SELANGOR,7240,1
Cust2886,35,[1]Female,[1]Bumiputra,SELANGOR,7370,1
Cust2887,35,[1]Female,[1]Bumiputra,JOHOR,2610,1
Cust2888,35,[1]Female,[3]Indian,SELANGOR,10170,1
Cust2889,35,[2]Male,[2]Chinese,KUALA LUMPUR,5110,1
Cust2890,35,[2]Male,[4]Others,SELANGOR,4280,1
Cust2891,35,[1]Female,[2]Chinese,SELANGOR,12680,1
Cust2892,35,[2]Male,[3]Indian,SELANGOR,11090,1
Cust2893,35,[2]Male,[1]Bumiputra,SELANGOR,5590,1
Cust2894,35,[1]Female,[1]Bumiputra,SELANGOR,3360,1
Cust2895,35,[1]Female,[1]Bumiputra,PULAU PINANG,5420,1
Cust2896,35,[2]Male,[3]Indian,PERAK,4570,1
Cust2897,35,[2]Male,[2]Chinese,PULAU PINANG,4960,1
Cust2898,35,[1]Female,[2]Chinese,SELANGOR,12240,1
Cust2899,35,[1]Female,[1]Bumiputra,SELANGOR,3150,1
Cust2900,35,[1]Female,[1]Bumiputra,PUTRAJAYA,5210,1
Cust2901,35,[2]Male,[1]Bumiputra,KUALA LUMPUR,3870,1
Cust2902,35,[1]Female,[1]Bumiputra,JOHOR,10020,1
Cust2903,35,[2]Male,[1]Bumiputra,SELANGOR,7040,1
Cust2904,35,[1]Female,[1]Bumiputra,SELANGOR,4200,1
Cust2905,35,[2]Male,[2]Chinese,SELANGOR,10100,1
Cust2906,35,[1]Female,[1]Bumiputra,SELANGOR,2810,1
Cust2907,35,[2]Male,[1]Bumiputra,KUALA LUMPUR,3200,1
Cust2908,35,[1]Female,[1]Bumiputra,KEDAH,7200,1
Cust2909,35,[1]Female,[1]Bumiputra,SELANGOR,1940,1
Cust2910,35,[2]Male,[1]Bumiputra,SELANGOR,3080,1
Cust2911,34,[2]Male,[1]Bumiputra,JOHOR,6070,1
Cust2912,34,[2]Male,[2]Chinese,KUALA LUMPUR,4810,1
Cust2913,34,[2]Male,[2]Chinese,PULAU PINANG,7470,1
Cust2914,34,[1]Female,[1]Bumiputra,SELANGOR,2880,1
Cust2915,34,[2]Male,[2]Chinese,PULAU PINANG,5890,1
Cust2916,34,[1]Female,[1]Bumiputra,SELANGOR,7130,1
Cust2917,34,[1]Female,[1]Bumiputra,KUALA LUMPUR,2010,1
Cust2918,34,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,5070,1
Cust2919,34,[2]Male,[2]Chinese,KUALA LUMPUR,6410,1
Cust2920,34,[2]Male,[1]Bumiputra,SELANGOR,5210,1
Cust2921,34,[2]Male,[2]Chinese,PULAU PINANG,6000,1
Cust2922,34,[1]Female,[1]Bumiputra,MELAKA,5000,1
Cust2923,34,[2]Male,[1]Bumiputra,PERAK,1800,1
Cust2924,34,[1]Female,[2]Chinese,KEDAH,4440,1
Cust2925,34,[2]Male,[1]Bumiputra,SELANGOR,5200,1
Cust2926,34,[2]Male,[1]Bumiputra,PULAU PINANG,4270,1
Cust2927,34,[1]Female,[1]Bumiputra,SELANGOR,4090,1
Cust2928,34,[2]Male,[2]Chinese,KUALA LUMPUR,16080,1
Cust2929,34,[2]Male,[1]Bumiputra,SELANGOR,4900,1
Cust2930,34,[1]Female,[1]Bumiputra,PERLIS,2030,1
Cust2931,34,[1]Female,[2]Chinese,JOHOR,6040,1
Cust2932,34,[1]Female,[1]Bumiputra,SELANGOR,4370,1
Cust2933,34,[2]Male,[1]Bumiputra,KUALA LUMPUR,8090,1
Cust2934,34,[1]Female,[1]Bumiputra,SELANGOR,4570,1
Cust2935,34,[2]Male,[2]Chinese,SELANGOR,5490,1
Cust2936,34,[2]Male,[1]Bumiputra,KUALA LUMPUR,2770,1
Cust2937,34,[2]Male,[2]Chinese,KUALA LUMPUR,5000,1
Cust2938,34,[2]Male,[1]Bumiputra,KELANTAN,9330,1
Cust2939,34,[1]Female,[1]Bumiputra,KELANTAN,9090,1
Cust2940,34,[2]Male,[1]Bumiputra,SELANGOR,11060,1
Cust2941,34,[1]Female,[1]Bumiputra,KEDAH,3680,1
Cust2942,34,[1]Female,[2]Chinese,KUALA LUMPUR,5400,1
Cust2943,34,[2]Male,[1]Bumiputra,KEDAH,3290,1
Cust2944,34,[2]Male,[3]Indian,PULAU PINANG,2730,1
Cust2945,34,[1]Female,[1]Bumiputra,KELANTAN,2240,1
Cust2946,34,[2]Male,[3]Indian,PULAU PINANG,12460,1
Cust2947,34,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,5000,1
Cust2948,34,[2]Male,[2]Chinese,PAHANG,11730,1
Cust2949,34,[1]Female,[1]Bumiputra,KUALA LUMPUR,10050,1
Cust2950,34,[1]Female,[1]Bumiputra,TERENGGANU,2690,1
Cust2951,34,[1]Female,[2]Chinese,JOHOR,5230,1
Cust2952,34,[1]Female,[1]Bumiputra,SELANGOR,2950,1
Cust2953,34,[1]Female,[2]Chinese,SELANGOR,8730,1
Cust2954,34,[2]Male,[1]Bumiputra,KUALA LUMPUR,3410,1
Cust2955,34,[1]Female,[1]Bumiputra,PERAK,4820,1
Cust2956,34,[2]Male,[1]Bumiputra,JOHOR,3710,1
Cust2957,34,[2]Male,[2]Chinese,SELANGOR,5210,1
Cust2958,34,[2]Male,[1]Bumiputra,KUALA LUMPUR,1890,1
Cust2959,34,[2]Male,[1]Bumiputra,SARAWAK,7350,1
Cust2960,34,[2]Male,[2]Chinese,JOHOR,5660,1
Cust2961,34,[1]Female,[1]Bumiputra,SELANGOR,2430,1
Cust2962,34,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,2790,1
Cust2963,34,[2]Male,[1]Bumiputra,SELANGOR,7420,1
Cust2964,34,[2]Male,[1]Bumiputra,PULAU PINANG,2170,1
Cust2965,34,[1]Female,[3]Indian,NEGERI SEMBILAN,7540,1
Cust2966,34,[2]Male,[1]Bumiputra,KEDAH,2720,1
Cust2967,34,[1]Female,[1]Bumiputra,KELANTAN,2880,1
Cust2968,34,[2]Male,[2]Chinese,KUALA LUMPUR,8000,1
Cust2969,34,[2]Male,[2]Chinese,JOHOR,6430,1
Cust2970,34,[2]Male,[1]Bumiputra,SELANGOR,4690,1
Cust2971,34,[2]Male,[1]Bumiputra,SELANGOR,3420,1
Cust2972,34,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,12880,1
Cust2973,34,[2]Male,[3]Indian,SELANGOR,10640,1
Cust2974,34,[2]Male,[1]Bumiputra,SELANGOR,7480,1
Cust2975,34,[2]Male,[1]Bumiputra,SELANGOR,5930,1
Cust2976,34,[1]Female,[3]Indian,SELANGOR,2980,1
Cust2977,34,[2]Male,[1]Bumiputra,SELANGOR,15000,1
Cust2978,34,[2]Male,[1]Bumiputra,SELANGOR,4740,1
Cust2979,34,[2]Male,[1]Bumiputra,KUALA LUMPUR,14900,1
Cust2980,34,[1]Female,[1]Bumiputra,KEDAH,1980,1
Cust2981,34,[1]Female,[2]Chinese,JOHOR,4380,1
Cust2982,34,[2]Male,[1]Bumiputra,KUALA LUMPUR,6100,1
Cust2983,34,[2]Male,[1]Bumiputra,SELANGOR,9970,1
Cust2984,34,[1]Female,[2]Chinese,PULAU PINANG,4800,1
Cust2985,34,[1]Female,[1]Bumiputra,KUALA LUMPUR,2170,1
Cust2986,34,[2]Male,[1]Bumiputra,SELANGOR,7770,1
Cust2987,34,[1]Female,[1]Bumiputra,MELAKA,2860,1
Cust2988,34,[1]Female,[1]Bumiputra,SELANGOR,4710,1
Cust2989,34,[2]Male,[2]Chinese,KEDAH,5530,1
Cust2990,34,[2]Male,[1]Bumiputra,SELANGOR,4500,1
Cust2991,34,[1]Female,[3]Indian,MELAKA,2710,1
Cust2992,34,[2]Male,[1]Bumiputra,SELANGOR,3260,1
Cust2993,34,[2]Male,[2]Chinese,SELANGOR,9100,1
Cust2994,34,[2]Male,[1]Bumiputra,PULAU PINANG,3340,1
Cust2995,34,[1]Female,[1]Bumiputra,KEDAH,1910,1
Cust2996,34,[1]Female,[2]Chinese,PULAU PINANG,5120,1
Cust2997,34,[1]Female,[2]Chinese,SELANGOR,2710,1
Cust2998,34,[1]Female,[3]Indian,PULAU PINANG,7180,1
Cust2999,34,[2]Male,[4]Others,NEGERI SEMBILAN,3740,1
Cust3000,34,[2]Male,[1]Bumiputra,SELANGOR,3540,1
Cust3001,34,[2]Male,[3]Indian,SELANGOR,4300,1
Cust3002,34,[2]Male,[2]Chinese,PERAK,11760,1
Cust3003,34,[2]Male,[2]Chinese,SELANGOR,3410,1
Cust3004,34,[2]Male,[2]Chinese,PULAU PINANG,6810,1
Cust3005,34,[1]Female,[2]Chinese,KUALA LUMPUR,4050,1
Cust3006,34,[1]Female,[1]Bumiputra,PERAK,2770,1
Cust3007,34,[1]Female,[1]Bumiputra,SABAH,6530,1
Cust3008,34,[1]Female,[1]Bumiputra,SELANGOR,3820,1
Cust3009,34,[1]Female,[3]Indian,JOHOR,4040,1
Cust3010,34,[2]Male,[1]Bumiputra,SELANGOR,3920,1
Cust3011,34,[2]Male,[2]Chinese,PERAK,11440,1
Cust3012,34,[2]Male,[2]Chinese,PULAU PINANG,15000,1
Cust3013,34,[1]Female,[1]Bumiputra,KEDAH,4540,1
Cust3014,34,[1]Female,[1]Bumiputra,KUALA LUMPUR,7190,1
Cust3015,34,[1]Female,[2]Chinese,SELANGOR,5250,1
Cust3016,34,[1]Female,[1]Bumiputra,SELANGOR,2040,1
Cust3017,34,[1]Female,[2]Chinese,SELANGOR,3000,1
Cust3018,34,[2]Male,[2]Chinese,PULAU PINANG,4970,1
Cust3019,34,[2]Male,[1]Bumiputra,KEDAH,8030,1
Cust3020,34,[2]Male,[1]Bumiputra,SELANGOR,15000,1
Cust3021,34,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,4100,1
Cust3022,34,[1]Female,[1]Bumiputra,KELANTAN,2980,1
Cust3023,34,[1]Female,[1]Bumiputra,SELANGOR,3050,1
Cust3024,34,[1]Female,[1]Bumiputra,PULAU PINANG,4480,1
Cust3025,34,[2]Male,[2]Chinese,SELANGOR,12110,1
Cust3026,34,[1]Female,[1]Bumiputra,SELANGOR,2610,1
Cust3027,34,[2]Male,[1]Bumiputra,SELANGOR,2750,1
Cust3028,34,[1]Female,[1]Bumiputra,JOHOR,3700,1
Cust3029,34,[1]Female,[2]Chinese,KEDAH,8440,1
Cust3030,34,[1]Female,[2]Chinese,SELANGOR,5120,1
Cust3031,34,[2]Male,[1]Bumiputra,PAHANG,6680,1
Cust3032,34,[1]Female,[1]Bumiputra,SELANGOR,7890,1
Cust3033,34,[2]Male,[2]Chinese,PERAK,5710,1
Cust3034,34,[1]Female,[2]Chinese,SELANGOR,7370,1
Cust3035,34,[2]Male,[1]Bumiputra,KEDAH,3890,1
Cust3036,34,[2]Male,[1]Bumiputra,SELANGOR,5280,1
Cust3037,34,[1]Female,[1]Bumiputra,KUALA LUMPUR,4240,1
Cust3038,34,[2]Male,[1]Bumiputra,SELANGOR,15000,1
Cust3039,34,[1]Female,[2]Chinese,KELANTAN,13500,1
Cust3040,34,[1]Female,[1]Bumiputra,SELANGOR,3030,1
Cust3041,34,[1]Female,[1]Bumiputra,JOHOR,2690,1
Cust3042,34,[2]Male,[1]Bumiputra,SELANGOR,6090,1
Cust3043,34,[2]Male,[2]Chinese,SELANGOR,10100,1
Cust3044,34,[2]Male,[1]Bumiputra,SELANGOR,4410,1
Cust3045,34,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,10940,1
Cust3046,34,[1]Female,[2]Chinese,JOHOR,2700,1
Cust3047,34,[2]Male,[1]Bumiputra,PERAK,3040,1
Cust3048,34,[2]Male,[1]Bumiputra,SELANGOR,11830,1
Cust3049,34,[1]Female,[1]Bumiputra,SELANGOR,6660,1
Cust3050,34,[2]Male,[1]Bumiputra,PAHANG,2500,1
Cust3051,34,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,2190,1
Cust3052,34,[2]Male,[2]Chinese,JOHOR,9990,1
Cust3053,34,[1]Female,[2]Chinese,SELANGOR,3910,1
Cust3054,34,[2]Male,[2]Chinese,SELANGOR,25710,1
Cust3055,34,[1]Female,[1]Bumiputra,MELAKA,2850,1
Cust3056,34,[2]Male,[3]Indian,PERAK,3550,1
Cust3057,34,[2]Male,[2]Chinese,SELANGOR,7950,1
Cust3058,34,[2]Male,[1]Bumiputra,TERENGGANU,3600,1
Cust3059,34,[1]Female,[1]Bumiputra,PULAU PINANG,7980,1
Cust3060,34,[1]Female,[1]Bumiputra,KEDAH,4560,1
Cust3061,34,[2]Male,[1]Bumiputra,KUALA LUMPUR,1850,1
Cust3062,34,[2]Male,[2]Chinese,MELAKA,3050,1
Cust3063,34,[1]Female,[1]Bumiputra,KUALA LUMPUR,2460,1
Cust3064,34,[2]Male,[1]Bumiputra,SELANGOR,15000,1
Cust3065,34,[2]Male,[1]Bumiputra,SELANGOR,3650,1
Cust3066,34,[2]Male,[1]Bumiputra,SELANGOR,5100,1
Cust3067,34,[1]Female,[1]Bumiputra,KUALA LUMPUR,5260,1
Cust3068,34,[1]Female,[1]Bumiputra,PERAK,4510,1
Cust3069,34,[2]Male,[1]Bumiputra,KELANTAN,8070,1
Cust3070,34,[2]Male,[2]Chinese,SELANGOR,7950,1
Cust3071,34,[1]Female,[2]Chinese,PERAK,6470,1
Cust3072,34,[1]Female,[3]Indian,KEDAH,2380,1
Cust3073,34,[1]Female,[1]Bumiputra,PAHANG,2340,1
Cust3074,34,[1]Female,[2]Chinese,SELANGOR,7390,1
Cust3075,33,[1]Female,[1]Bumiputra,SELANGOR,4630,1
Cust3076,33,[1]Female,[1]Bumiputra,KUALA LUMPUR,2210,1
Cust3077,33,[1]Female,[1]Bumiputra,PERAK,1830,1
Cust3078,33,[1]Female,[1]Bumiputra,KUALA LUMPUR,6710,1
Cust3079,33,[2]Male,[1]Bumiputra,KUALA LUMPUR,15000,1
Cust3080,33,[2]Male,[1]Bumiputra,SELANGOR,5500,1
Cust3081,33,[1]Female,[1]Bumiputra,JOHOR,2970,1
Cust3082,33,[1]Female,[1]Bumiputra,JOHOR,6200,1
Cust3083,33,[2]Male,[2]Chinese,SELANGOR,7620,1
Cust3084,33,[2]Male,[1]Bumiputra,PULAU PINANG,2810,1
Cust3085,33,[2]Male,[2]Chinese,NEGERI SEMBILAN,11880,1
Cust3086,33,[1]Female,[2]Chinese,PULAU PINANG,7670,1
Cust3087,33,[1]Female,[1]Bumiputra,KUALA LUMPUR,3580,1
Cust3088,33,[1]Female,[1]Bumiputra,KELANTAN,2680,1
Cust3089,33,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,5710,1
Cust3090,33,[1]Female,[1]Bumiputra,KEDAH,2870,1
Cust3091,33,[2]Male,[1]Bumiputra,PULAU PINANG,6810,1
Cust3092,33,[2]Male,[2]Chinese,SELANGOR,6280,1
Cust3093,33,[2]Male,[1]Bumiputra,LABUAN,4070,1
Cust3094,33,[2]Male,[1]Bumiputra,KEDAH,3280,1
Cust3095,33,[1]Female,[2]Chinese,SELANGOR,5980,1
Cust3096,33,[2]Male,[1]Bumiputra,SELANGOR,2780,1
Cust3097,33,[1]Female,[3]Indian,SELANGOR,4040,1
Cust3098,33,[1]Female,[2]Chinese,KUALA LUMPUR,6540,1
Cust3099,33,[1]Female,[1]Bumiputra,SELANGOR,3680,1
Cust3100,33,[1]Female,[2]Chinese,PULAU PINANG,4400,1
Cust3101,33,[1]Female,[2]Chinese,PULAU PINANG,6620,1
Cust3102,33,[1]Female,[2]Chinese,NEGERI SEMBILAN,6010,1
Cust3103,33,[1]Female,[2]Chinese,SELANGOR,3000,1
Cust3104,33,[1]Female,[1]Bumiputra,SELANGOR,4020,1
Cust3105,33,[1]Female,[1]Bumiputra,KUALA LUMPUR,10720,1
Cust3106,33,[2]Male,[1]Bumiputra,JOHOR,2560,1
Cust3107,33,[1]Female,[2]Chinese,PULAU PINANG,3310,1
Cust3108,33,[1]Female,[1]Bumiputra,SELANGOR,2340,1
Cust3109,33,[1]Female,[1]Bumiputra,SELANGOR,2350,1
Cust3110,33,[1]Female,[1]Bumiputra,PERAK,2840,1
Cust3111,33,[1]Female,[1]Bumiputra,SELANGOR,3670,1
Cust3112,33,[2]Male,[1]Bumiputra,MELAKA,3000,1
Cust3113,33,[2]Male,[2]Chinese,PULAU PINANG,2550,1
Cust3114,33,[1]Female,[1]Bumiputra,JOHOR,12250,1
Cust3115,33,[2]Male,[3]Indian,SELANGOR,4140,1
Cust3116,33,[1]Female,[1]Bumiputra,SELANGOR,3450,1
Cust3117,33,[2]Male,[1]Bumiputra,SELANGOR,2280,1
Cust3118,33,[1]Female,[2]Chinese,SARAWAK,5540,1
Cust3119,33,[1]Female,[1]Bumiputra,KUALA LUMPUR,7270,1
Cust3120,33,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,5180,1
Cust3121,33,[1]Female,[1]Bumiputra,SELANGOR,3050,1
Cust3122,33,[2]Male,[1]Bumiputra,SELANGOR,3980,1
Cust3123,33,[2]Male,[2]Chinese,PERAK,4990,1
Cust3124,33,[1]Female,[1]Bumiputra,TERENGGANU,4830,1
Cust3125,33,[2]Male,[2]Chinese,SELANGOR,2300,1
Cust3126,33,[2]Male,[1]Bumiputra,JOHOR,4830,1
Cust3127,33,[2]Male,[1]Bumiputra,PERAK,2080,1
Cust3128,33,[2]Male,[2]Chinese,SELANGOR,6460,1
Cust3129,33,[1]Female,[2]Chinese,PERAK,5180,1
Cust3130,33,[2]Male,[1]Bumiputra,JOHOR,3050,1
Cust3131,33,[2]Male,[2]Chinese,MELAKA,4260,1
Cust3132,33,[2]Male,[1]Bumiputra,SARAWAK,4890,1
Cust3133,33,[2]Male,[2]Chinese,SELANGOR,5070,1
Cust3134,33,[1]Female,[1]Bumiputra,PAHANG,3690,1
Cust3135,33,[1]Female,[1]Bumiputra,PERAK,2010,1
