CUST_NAME,AGE,GENDER,RACE,STATE,MONTHLY_INCOME,ONLINE_CUST
Cust954,33,[2]Male,[1]Bumiputra,SELANGOR,4600,0
Cust955,33,[2]Male,[2]Chinese,SELANGOR,3430,0
Cust956,33,[2]Male,[1]Bumiputra,SELANGOR,4980,0
Cust957,33,[1]Female,[2]Chinese,JOHOR,4690,0
Cust958,33,[1]Female,[3]Indian,SELANGOR,15190,0
Cust959,33,[2]Male,[2]Chinese,JOHOR,2670,0
Cust960,33,[2]Male,[1]Bumiputra,SELANGOR,2200,0
Cust961,33,[1]Female,[1]Bumiputra,TERENGGANU,2050,0
Cust962,33,[1]Female,[1]Bumiputra,SARAWAK,2270,0
Cust963,33,[1]Female,[1]Bumiputra,SELANGOR,5740,0
Cust964,33,[2]Male,[1]Bumiputra,SELANGOR,3530,0
Cust965,33,[1]Female,[1]Bumiputra,PERAK,4100,0
Cust966,33,[2]Male,[2]Chinese,PERAK,3340,0
Cust967,33,[1]Female,[2]Chinese,KUALA LUMPUR,6940,0
Cust968,33,[1]Female,[1]Bumiputra,KUALA LUMPUR,3290,0
Cust969,33,[1]Female,[2]Chinese,PULAU PINANG,5150,0
Cust970,33,[1]Female,[2]Chinese,KUALA LUMPUR,2800,0
Cust971,33,[2]Male,[1]Bumiputra,KUALA LUMPUR,2730,0
Cust972,33,[1]Female,[2]Chinese,PERAK,3630,0
Cust973,33,[1]Female,[1]Bumiputra,SELANGOR,2580,0
Cust974,33,[2]Male,[1]Bumiputra,SELANGOR,3450,0
Cust975,33,[2]Male,[2]Chinese,PULAU PINANG,2820,0
Cust976,32,[1]Female,[2]Chinese,KUALA LUMPUR,3650,0
Cust977,32,[2]Male,[1]Bumiputra,TERENGGANU,2990,0
Cust978,32,[2]Male,[1]Bumiputra,PULAU PINANG,4810,0
Cust979,32,[2]Male,[1]Bumiputra,KUALA LUMPUR,2640,0
Cust980,32,[2]Male,[2]Chinese,KEDAH,2500,0
Cust981,32,[2]Male,[3]Indian,PULAU PINANG,4360,0
Cust982,32,[1]Female,[2]Chinese,PERAK,2830,0
Cust983,32,[2]Male,[2]Chinese,SELANGOR,4530,0
Cust984,32,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,5650,0
Cust985,32,[2]Male,[1]Bumiputra,PULAU PINANG,2980,0
Cust986,32,[2]Male,[3]Indian,SELANGOR,3680,0
Cust987,32,[1]Female,[1]Bumiputra,SELANGOR,3100,0
Cust988,32,[2]Male,[1]Bumiputra,KEDAH,2120,0
Cust989,32,[2]Male,[1]Bumiputra,PULAU PINANG,8200,0
Cust990,32,[1]Female,[2]Chinese,JOHOR,4550,0
Cust991,32,[1]Female,[1]Bumiputra,PERLIS,2110,0
Cust992,32,[1]Female,[2]Chinese,SELANGOR,2280,0
Cust993,32,[1]Female,[1]Bumiputra,SELANGOR,12140,0
Cust994,32,[2]Male,[1]Bumiputra,KUALA LUMPUR,4500,0
Cust995,32,[1]Female,[1]Bumiputra,PERAK,2010,0
Cust996,32,[1]Female,[1]Bumiputra,PULAU PINANG,2920,0
Cust997,32,[2]Male,[2]Chinese,SELANGOR,4800,0
Cust998,32,[1]Female,[1]Bumiputra,JOHOR,3150,0
Cust999,32,[2]Male,[1]Bumiputra,SELANGOR,2660,0
Cust1000,32,[2]Male,[1]Bumiputra,SELANGOR,5420,0
Cust1001,32,[2]Male,[1]Bumiputra,SELANGOR,3440,0
Cust1002,32,[2]Male,[1]Bumiputra,JOHOR,3730,0
Cust1003,32,[1]Female,[2]Chinese,JOHOR,3000,0
Cust1004,32,[1]Female,[1]Bumiputra,KEDAH,2320,0
Cust1005,32,[2]Male,[2]Chinese,PAHANG,5000,0
Cust1006,32,[2]Male,[1]Bumiputra,SELANGOR,4780,0
Cust1007,32,[1]Female,[1]Bumiputra,MELAKA,1890,0
Cust1008,32,[1]Female,[2]Chinese,SELANGOR,2160,0
Cust1009,32,[1]Female,[1]Bumiputra,KUALA LUMPUR,6270,0
Cust1010,32,[1]Female,[2]Chinese,NEGERI SEMBILAN,3520,0
Cust1011,32,[2]Male,[1]Bumiputra,SELANGOR,4010,0
Cust1012,32,[1]Female,[1]Bumiputra,PERAK,2920,0
Cust1013,31,[1]Female,[1]Bumiputra,PULAU PINANG,2150,0
Cust1014,31,[1]Female,[1]Bumiputra,KUALA LUMPUR,2440,0
Cust1015,31,[1]Female,[2]Chinese,JOHOR,8880,0
Cust1016,31,[2]Male,[2]Chinese,PERAK,3260,0
Cust1017,31,[2]Male,[1]Bumiputra,PULAU PINANG,3380,0
Cust1018,31,[1]Female,[2]Chinese,KEDAH,1880,0
Cust1019,31,[1]Female,[1]Bumiputra,KUALA LUMPUR,2900,0
Cust1020,31,[2]Male,[1]Bumiputra,SELANGOR,2820,0
Cust1021,31,[2]Male,[1]Bumiputra,MELAKA,2020,0
Cust1022,31,[1]Female,[1]Bumiputra,PULAU PINANG,2880,0
Cust1023,31,[1]Female,[1]Bumiputra,KUALA LUMPUR,5880,0
Cust1024,31,[1]Female,[3]Indian,KUALA LUMPUR,6250,0
Cust1025,31,[2]Male,[4]Others,JOHOR,2030,0
Cust1026,31,[1]Female,[1]Bumiputra,SELANGOR,2580,0
Cust1027,31,[2]Male,[1]Bumiputra,SELANGOR,3040,0
Cust1028,31,[1]Female,[1]Bumiputra,MELAKA,2620,0
Cust1029,31,[2]Male,[2]Chinese,SELANGOR,7270,0
Cust1030,31,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,2120,0
Cust1031,31,[1]Female,[1]Bumiputra,PULAU PINANG,3520,0
Cust1032,31,[1]Female,[3]Indian,PERAK,2610,0
Cust1033,31,[1]Female,[1]Bumiputra,SELANGOR,2980,0
Cust1034,31,[1]Female,[1]Bumiputra,JOHOR,2150,0
Cust1035,31,[2]Male,[3]Indian,SELANGOR,2010,0
Cust1036,31,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,2500,0
Cust1037,31,[2]Male,[1]Bumiputra,KUALA LUMPUR,9110,0
Cust1038,31,[2]Male,[1]Bumiputra,SELANGOR,4030,0
Cust1039,31,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,3050,0
Cust1040,31,[1]Female,[2]Chinese,SELANGOR,6330,0
Cust1041,31,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,2390,0
Cust1042,31,[2]Male,[1]Bumiputra,SELANGOR,3150,0
Cust1043,31,[2]Male,[1]Bumiputra,PULAU PINANG,3710,0
Cust1044,31,[2]Male,[1]Bumiputra,JOHOR,5890,0
Cust1045,31,[1]Female,[1]Bumiputra,SELANGOR,2090,0
Cust1046,30,[2]Male,[2]Chinese,PULAU PINANG,3760,0
Cust1047,30,[1]Female,[1]Bumiputra,KUALA LUMPUR,3170,0
Cust1048,30,[2]Male,[2]Chinese,SELANGOR,2200,0
Cust1049,30,[2]Male,[3]Indian,PERAK,7700,0
Cust1050,30,[1]Female,[1]Bumiputra,SELANGOR,2170,0
Cust1051,30,[2]Male,[1]Bumiputra,KELANTAN,15000,0
Cust1052,30,[1]Female,[2]Chinese,JOHOR,4140,0
Cust1053,30,[2]Male,[1]Bumiputra,PAHANG,2600,0
Cust1054,30,[2]Male,[1]Bumiputra,SELANGOR,2200,0
Cust1055,30,[1]Female,[1]Bumiputra,SELANGOR,2100,0
Cust1056,30,[1]Female,[2]Chinese,SELANGOR,5600,0
Cust1057,30,[2]Male,[1]Bumiputra,SELANGOR,2200,0
Cust1058,30,[2]Male,[1]Bumiputra,JOHOR,4330,0
Cust1059,30,[1]Female,[1]Bumiputra,KEDAH,2300,0
Cust1060,30,[2]Male,[2]Chinese,PULAU PINANG,3280,0
Cust1061,30,[1]Female,[2]Chinese,JOHOR,6700,0
Cust1062,30,[2]Male,[1]Bumiputra,SELANGOR,5410,0
Cust1063,30,[2]Male,[1]Bumiputra,KEDAH,2850,0
Cust1064,30,[1]Female,[3]Indian,SELANGOR,2400,0
Cust1065,30,[2]Male,[1]Bumiputra,PERAK,2830,0
Cust1066,30,[2]Male,[1]Bumiputra,SELANGOR,2560,0
Cust1067,30,[2]Male,[1]Bumiputra,SELANGOR,2260,0
Cust1068,30,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,2780,0
Cust1069,29,[2]Male,[1]Bumiputra,KELANTAN,2860,0
Cust1070,29,[1]Female,[1]Bumiputra,KEDAH,6060,0
Cust1071,29,[1]Female,[1]Bumiputra,SELANGOR,2700,0
Cust1072,29,[1]Female,[1]Bumiputra,SELANGOR,3540,0
Cust1073,29,[1]Female,[3]Indian,PULAU PINANG,4220,0
Cust1074,29,[1]Female,[1]Bumiputra,SELANGOR,2050,0
Cust1075,29,[1]Female,[2]Chinese,PULAU PINANG,5180,0
Cust1076,29,[1]Female,[1]Bumiputra,KUALA LUMPUR,3690,0
Cust1077,29,[1]Female,[1]Bumiputra,SELANGOR,2260,0
Cust1078,29,[1]Female,[3]Indian,SELANGOR,2670,0
Cust1079,29,[2]Male,[1]Bumiputra,PERLIS,3320,0
Cust1080,29,[2]Male,[2]Chinese,SELANGOR,10170,0
Cust1081,29,[1]Female,[2]Chinese,SELANGOR,2070,0
Cust1082,29,[2]Male,[1]Bumiputra,KUALA LUMPUR,3450,0
Cust1083,29,[1]Female,[3]Indian,SELANGOR,3600,0
Cust1084,29,[2]Male,[1]Bumiputra,JOHOR,2040,0
Cust1085,29,[2]Male,[2]Chinese,KUALA LUMPUR,10500,0
Cust1086,29,[2]Male,[1]Bumiputra,PERAK,3490,0
Cust1087,29,[1]Female,[3]Indian,NEGERI SEMBILAN,4170,0
Cust1088,29,[1]Female,[2]Chinese,KUALA LUMPUR,8140,0
Cust1089,29,[2]Male,[2]Chinese,KUALA LUMPUR,6400,0
Cust1090,29,[1]Female,[1]Bumiputra,SELANGOR,3330,0
Cust1091,29,[1]Female,[1]Bumiputra,PERLIS,3520,0
Cust1092,29,[2]Male,[2]Chinese,SELANGOR,3770,0
Cust1093,29,[2]Male,[2]Chinese,KUALA LUMPUR,2860,0
Cust1094,29,[1]Female,[2]Chinese,PULAU PINANG,3540,0
Cust1095,29,[2]Male,[3]Indian,KUALA LUMPUR,5360,0
Cust1096,29,[2]Male,[1]Bumiputra,KUALA LUMPUR,3450,0
Cust1097,28,[2]Male,[1]Bumiputra,SELANGOR,4040,0
Cust1098,28,[1]Female,[1]Bumiputra,SELANGOR,2070,0
Cust1099,28,[1]Female,[1]Bumiputra,KEDAH,4150,0
Cust1100,28,[1]Female,[1]Bumiputra,KUALA LUMPUR,2890,0
Cust1101,28,[2]Male,[2]Chinese,JOHOR,5750,0
Cust1102,28,[2]Male,[1]Bumiputra,SELANGOR,2590,0
Cust1103,28,[2]Male,[1]Bumiputra,KEDAH,3910,0
Cust1104,28,[2]Male,[3]Indian,SELANGOR,5220,0
Cust1105,28,[1]Female,[1]Bumiputra,PERAK,2640,0
Cust1106,28,[1]Female,[2]Chinese,NEGERI SEMBILAN,4700,0
Cust1107,28,[1]Female,[1]Bumiputra,SARAWAK,2760,0
Cust1108,28,[1]Female,[1]Bumiputra,SELANGOR,2550,0
Cust1109,28,[2]Male,[1]Bumiputra,KUALA LUMPUR,2020,0
Cust1110,28,[2]Male,[1]Bumiputra,KUALA LUMPUR,2420,0
Cust1111,28,[1]Female,[1]Bumiputra,KELANTAN,4140,0
Cust1112,28,[2]Male,[1]Bumiputra,JOHOR,3370,0
Cust1113,28,[1]Female,[1]Bumiputra,KUALA LUMPUR,8100,0
Cust1114,28,[1]Female,[1]Bumiputra,SELANGOR,3680,0
Cust1115,28,[1]Female,[1]Bumiputra,PAHANG,1990,0
Cust1116,28,[2]Male,[1]Bumiputra,SELANGOR,3750,0
Cust1117,28,[1]Female,[2]Chinese,KUALA LUMPUR,3030,0
Cust1118,28,[1]Female,[2]Chinese,SELANGOR,2130,0
Cust1119,27,[1]Female,[1]Bumiputra,JOHOR,5290,0
Cust1120,27,[2]Male,[1]Bumiputra,PERAK,2820,0
Cust1121,27,[2]Male,[3]Indian,SELANGOR,2000,0
Cust1122,27,[2]Male,[1]Bumiputra,SELANGOR,2570,0
Cust1123,27,[1]Female,[1]Bumiputra,SELANGOR,2280,0
Cust1124,27,[2]Male,[1]Bumiputra,PULAU PINANG,3730,0
Cust1125,27,[1]Female,[1]Bumiputra,KUALA LUMPUR,2320,0
Cust1126,27,[1]Female,[1]Bumiputra,PERAK,2190,0
Cust1127,27,[1]Female,[3]Indian,NEGERI SEMBILAN,1940,0
Cust1128,27,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,6350,0
Cust1129,27,[1]Female,[2]Chinese,PERAK,3390,0
Cust1130,27,[1]Female,[2]Chinese,PULAU PINANG,2880,0
Cust1131,27,[1]Female,[1]Bumiputra,PULAU PINANG,2200,0
Cust1132,27,[1]Female,[1]Bumiputra,MELAKA,2010,0
Cust1133,27,[2]Male,[2]Chinese,PERAK,7200,0
Cust1134,27,[1]Female,[3]Indian,JOHOR,5850,0
Cust1135,27,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,2300,0
Cust1136,27,[1]Female,[1]Bumiputra,KUALA LUMPUR,2190,0
Cust1137,26,[2]Male,[2]Chinese,PAHANG,2210,0
Cust1138,26,[1]Female,[1]Bumiputra,SELANGOR,2840,0
Cust1139,26,[2]Male,[2]Chinese,PERAK,2670,0
Cust1140,26,[1]Female,[3]Indian,SELANGOR,2340,0
Cust1141,26,[2]Male,[2]Chinese,SELANGOR,2760,0
Cust1142,26,[2]Male,[1]Bumiputra,KELANTAN,2060,0
Cust1143,26,[2]Male,[1]Bumiputra,SELANGOR,2700,0
Cust1144,26,[2]Male,[1]Bumiputra,SELANGOR,2860,0
Cust1145,26,[1]Female,[2]Chinese,JOHOR,4200,0
Cust1146,26,[1]Female,[1]Bumiputra,KUALA LUMPUR,2610,0
Cust1147,26,[2]Male,[1]Bumiputra,PERAK,2600,0
Cust1148,26,[1]Female,[1]Bumiputra,SELANGOR,2440,0
Cust1149,26,[1]Female,[2]Chinese,PAHANG,1990,0
Cust1150,26,[1]Female,[1]Bumiputra,KEDAH,2320,0
Cust1151,26,[1]Female,[1]Bumiputra,SELANGOR,1860,0
Cust1152,26,[2]Male,[3]Indian,JOHOR,2680,0
Cust1153,26,[2]Male,[2]Chinese,JOHOR,3540,0
Cust1154,25,[2]Male,[3]Indian,JOHOR,3750,0
Cust1155,25,[2]Male,[2]Chinese,PULAU PINANG,1950,0
Cust1156,25,[1]Female,[1]Bumiputra,SELANGOR,2810,0
Cust1157,25,[1]Female,[1]Bumiputra,KUALA LUMPUR,2580,0
Cust1158,25,[2]Male,[2]Chinese,KUALA LUMPUR,24710,0
Cust1159,25,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,2630,0
Cust1160,25,[2]Male,[1]Bumiputra,SELANGOR,3090,0
Cust1161,25,[1]Female,[3]Indian,PULAU PINANG,3160,0
Cust1162,25,[2]Male,[3]Indian,PULAU PINANG,2350,0
Cust1163,25,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,2260,0
Cust1164,24,[2]Male,[2]Chinese,KUALA LUMPUR,3000,0
Cust1165,24,[1]Female,[3]Indian,PULAU PINANG,2420,0
Cust1166,24,[2]Male,[2]Chinese,PULAU PINANG,3760,0
Cust1167,24,[1]Female,[1]Bumiputra,PERAK,1960,0
Cust1168,24,[2]Male,[2]Chinese,SELANGOR,2450,0
Cust1169,24,[1]Female,[3]Indian,PULAU PINANG,2300,0
Cust1170,24,[2]Male,[3]Indian,PULAU PINANG,2330,0
Cust1171,24,[2]Male,[3]Indian,JOHOR,6750,0
Cust1172,24,[1]Female,[2]Chinese,PULAU PINANG,2320,0
Cust1173,24,[1]Female,[2]Chinese,SELANGOR,3100,0
Cust1174,23,[1]Female,[2]Chinese,PERAK,2610,0
Cust1175,23,[2]Male,[1]Bumiputra,PERAK,2440,0
Cust1176,23,[1]Female,[1]Bumiputra,KUALA LUMPUR,2110,0
Cust1177,23,[1]Female,[1]Bumiputra,PULAU PINANG,1910,0
Cust1178,23,[2]Male,[2]Chinese,JOHOR,5000,0
Cust1179,23,[2]Male,[1]Bumiputra,SELANGOR,1990,0
Cust1180,22,[1]Female,[3]Indian,SELANGOR,1960,0
Cust1181,22,[1]Female,[1]Bumiputra,SARAWAK,2580,0
Cust1182,22,[1]Female,[1]Bumiputra,JOHOR,2820,0
Cust1183,22,[1]Female,[1]Bumiputra,PERAK,2980,0
Cust1184,22,[2]Male,[1]Bumiputra,PULAU PINANG,3090,0
Cust1185,22,[1]Female,[1]Bumiputra,SELANGOR,3350,0
Cust1186,21,[2]Male,[1]Bumiputra,KELANTAN,1980,0
Cust1187,21,[1]Female,[1]Bumiputra,KUALA LUMPUR,2260,0
Cust1188,21,[2]Male,[1]Bumiputra,PERAK,2150,0
Cust1189,20,[2]Male,[1]Bumiputra,KEDAH,2000,0
Cust1190,20,[2]Male,[1]Bumiputra,KUALA LUMPUR,1830,0
Cust1191,19,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,1820,0
Cust1192,19,[1]Female,[3]Indian,JOHOR,1830,0
Cust1193,18,[2]Male,[2]Chinese,SELANGOR,2530,0
Cust1194,18,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,1850,0
Cust1195,51,[1]Female,[3]Indian,KEDAH,3200,0
Cust1196,50,[1]Female,[1]Bumiputra,SELANGOR,5050,0
Cust1197,48,[1]Female,[3]Indian,SELANGOR,3590,0
Cust1198,48,[1]Female,[1]Bumiputra,JOHOR,1980,0
Cust1199,48,[2]Male,[1]Bumiputra,SELANGOR,3670,0
Cust1200,47,[2]Male,[1]Bumiputra,SELANGOR,3610,0
Cust1201,45,[1]Female,[1]Bumiputra,SELANGOR,2700,0
Cust1202,43,[1]Female,[1]Bumiputra,KUALA LUMPUR,3560,0
Cust1203,41,[2]Male,[1]Bumiputra,PAHANG,2060,0
Cust1204,43,[2]Male,[4]Others,SELANGOR,6690,0
Cust1205,44,[1]Female,[4]Others,KUALA LUMPUR,5000,0
Cust1206,58,[2]Male,[4]Others,SELANGOR,5540,0
Cust1207,42,[2]Male,[1]Bumiputra,SELANGOR,2120,0
Cust1208,56,[1]Female,[4]Others,KUALA LUMPUR,9190,0
Cust1209,79,[2]Male,[2]Chinese,SELANGOR,10000,1
Cust1210,71,[2]Male,[4]Others,SELANGOR,21490,1
Cust1211,70,[2]Male,[4]Others,PULAU PINANG,3330,1
Cust1212,70,[1]Female,[2]Chinese,PULAU PINANG,8330,1
Cust1213,70,[2]Male,[2]Chinese,PULAU PINANG,8300,1
Cust1214,70,[1]Female,[2]Chinese,SELANGOR,2750,1
Cust1215,70,[2]Male,[2]Chinese,KUALA LUMPUR,6280,1
Cust1216,69,[2]Male,[2]Chinese,JOHOR,10000,1
Cust1217,69,[2]Male,[2]Chinese,PULAU PINANG,20830,1
Cust1218,69,[2]Male,[2]Chinese,NEGERI SEMBILAN,2000,1
Cust1219,69,[2]Male,[1]Bumiputra,PULAU PINANG,25000,1
Cust1220,68,[2]Male,[2]Chinese,KUALA LUMPUR,4580,1
Cust1221,68,[2]Male,[1]Bumiputra,PERAK,2440,1
Cust1222,68,[2]Male,[2]Chinese,SELANGOR,8330,1
Cust1223,67,[2]Male,[2]Chinese,SELANGOR,5830,1
Cust1224,67,[2]Male,[3]Indian,PERAK,3480,1
Cust1225,67,[2]Male,[2]Chinese,SELANGOR,16670,1
Cust1226,67,[2]Male,[2]Chinese,PULAU PINANG,3780,1
Cust1227,66,[2]Male,[2]Chinese,NEGERI SEMBILAN,6550,1
Cust1228,66,[1]Female,[2]Chinese,JOHOR,2920,1
Cust1229,66,[1]Female,[2]Chinese,PULAU PINANG,2500,1
Cust1230,65,[2]Male,[1]Bumiputra,KUALA LUMPUR,8330,1
Cust1231,65,[2]Male,[2]Chinese,SELANGOR,6450,1
Cust1232,65,[2]Male,[2]Chinese,PULAU PINANG,9170,1
Cust1233,65,[2]Male,[2]Chinese,PULAU PINANG,2470,1
Cust1234,64,[2]Male,[2]Chinese,PULAU PINANG,3720,1
Cust1235,64,[2]Male,[1]Bumiputra,SELANGOR,3030,1
Cust1236,64,[2]Male,[4]Others,KUALA LUMPUR,4000,1
Cust1237,64,[2]Male,[1]Bumiputra,SELANGOR,7000,1
Cust1238,64,[1]Female,[1]Bumiputra,SELANGOR,5580,1
Cust1239,64,[2]Male,[3]Indian,PULAU PINANG,2330,1
Cust1240,64,[2]Male,[2]Chinese,PERAK,8330,1
Cust1241,64,[2]Male,[2]Chinese,PULAU PINANG,4000,1
Cust1242,64,[2]Male,[3]Indian,KEDAH,9840,1
Cust1243,64,[2]Male,[2]Chinese,SELANGOR,5000,1
Cust1244,64,[2]Male,[2]Chinese,PULAU PINANG,10390,1
Cust1245,64,[2]Male,[2]Chinese,SELANGOR,14000,1
Cust1246,64,[2]Male,[2]Chinese,NEGERI SEMBILAN,15750,1
Cust1247,64,[1]Female,[1]Bumiputra,KEDAH,26260,1
Cust1248,64,[2]Male,[1]Bumiputra,KELANTAN,3860,1
Cust1249,59,[2]Male,[1]Bumiputra,SELANGOR,2130,1
Cust1250,63,[2]Male,[2]Chinese,PULAU PINANG,16250,1
Cust1251,63,[2]Male,[2]Chinese,PULAU PINANG,2330,1
Cust1252,63,[2]Male,[2]Chinese,SELANGOR,15020,1
Cust1253,63,[1]Female,[1]Bumiputra,SELANGOR,8330,1
Cust1254,63,[2]Male,[1]Bumiputra,SELANGOR,5000,1
Cust1255,63,[2]Male,[2]Chinese,PULAU PINANG,18210,1
Cust1256,63,[2]Male,[2]Chinese,PERAK,3030,1
Cust1257,63,[2]Male,[2]Chinese,KEDAH,5830,1
Cust1258,63,[1]Female,[2]Chinese,SELANGOR,3510,1
Cust1259,63,[2]Male,[3]Indian,PERAK,6670,1
Cust1260,63,[2]Male,[2]Chinese,SELANGOR,6670,1
Cust1261,62,[2]Male,[1]Bumiputra,PULAU PINANG,17720,1
Cust1262,62,[1]Female,[1]Bumiputra,SELANGOR,4000,1
Cust1263,62,[2]Male,[2]Chinese,MELAKA,8080,1
Cust1264,62,[2]Male,[2]Chinese,SELANGOR,10000,1
Cust1265,62,[2]Male,[2]Chinese,SELANGOR,4330,1
Cust1266,62,[2]Male,[2]Chinese,SELANGOR,4170,1
Cust1267,62,[2]Male,[2]Chinese,SELANGOR,4920,1
Cust1268,61,[2]Male,[2]Chinese,KUALA LUMPUR,12480,1
Cust1269,61,[2]Male,[1]Bumiputra,KUALA LUMPUR,16670,1
Cust1270,61,[1]Female,[2]Chinese,SELANGOR,8930,1
Cust1271,61,[1]Female,[2]Chinese,SELANGOR,3000,1
Cust1272,61,[2]Male,[2]Chinese,SELANGOR,4080,1
Cust1273,61,[2]Male,[2]Chinese,SELANGOR,16670,1
Cust1274,61,[1]Female,[2]Chinese,SELANGOR,8330,1
Cust1275,61,[1]Female,[2]Chinese,SARAWAK,4030,1
Cust1276,61,[1]Female,[1]Bumiputra,KEDAH,3090,1
Cust1277,61,[2]Male,[2]Chinese,SELANGOR,19610,1
Cust1278,61,[2]Male,[1]Bumiputra,SELANGOR,8000,1
Cust1279,60,[1]Female,[2]Chinese,PULAU PINANG,13240,1
Cust1280,60,[2]Male,[2]Chinese,PULAU PINANG,4610,1
Cust1281,60,[2]Male,[2]Chinese,SELANGOR,15000,1
Cust1282,60,[1]Female,[1]Bumiputra,SELANGOR,3520,1
Cust1283,60,[2]Male,[4]Others,PULAU PINANG,10220,1
Cust1284,60,[2]Male,[1]Bumiputra,KUALA LUMPUR,10850,1
Cust1285,60,[1]Female,[4]Others,SARAWAK,6820,1
Cust1286,60,[2]Male,[1]Bumiputra,PULAU PINANG,11240,1
Cust1287,60,[1]Female,[1]Bumiputra,PERAK,2340,1
Cust1288,60,[2]Male,[2]Chinese,KEDAH,15000,1
Cust1289,60,[2]Male,[1]Bumiputra,PERAK,2530,1
Cust1290,60,[1]Female,[3]Indian,SELANGOR,9460,1
Cust1291,60,[2]Male,[2]Chinese,KUALA LUMPUR,9280,1
Cust1292,60,[1]Female,[1]Bumiputra,SELANGOR,15000,1
Cust1293,60,[1]Female,[1]Bumiputra,KUALA LUMPUR,5130,1
Cust1294,60,[2]Male,[2]Chinese,KUALA LUMPUR,15000,1
Cust1295,60,[2]Male,[2]Chinese,KUALA LUMPUR,9580,1
Cust1296,59,[2]Male,[1]Bumiputra,JOHOR,3480,1
Cust1297,59,[1]Female,[2]Chinese,SELANGOR,5070,1
Cust1298,59,[2]Male,[2]Chinese,PULAU PINANG,4660,1
Cust1299,59,[2]Male,[1]Bumiputra,TERENGGANU,6730,1
Cust1300,59,[2]Male,[3]Indian,KUALA LUMPUR,15000,1
Cust1301,59,[2]Male,[2]Chinese,SELANGOR,9440,1
Cust1302,59,[2]Male,[1]Bumiputra,KUALA LUMPUR,8980,1
Cust1303,59,[1]Female,[1]Bumiputra,JOHOR,15000,1
Cust1304,59,[2]Male,[1]Bumiputra,SELANGOR,4930,1
Cust1305,59,[2]Male,[2]Chinese,KEDAH,12550,1
Cust1306,59,[2]Male,[1]Bumiputra,KUALA LUMPUR,12650,1
Cust1307,59,[1]Female,[2]Chinese,KELANTAN,2220,1
Cust1308,59,[1]Female,[2]Chinese,PULAU PINANG,4060,1
Cust1309,59,[1]Female,[1]Bumiputra,SELANGOR,6890,1
Cust1310,59,[1]Female,[1]Bumiputra,KELANTAN,2260,1
Cust1311,59,[2]Male,[1]Bumiputra,KELANTAN,11410,1
Cust1312,59,[2]Male,[2]Chinese,PULAU PINANG,5950,1
Cust1313,59,[2]Male,[2]Chinese,PERAK,13620,1
Cust1314,59,[2]Male,[2]Chinese,SELANGOR,8830,1
Cust1315,59,[2]Male,[1]Bumiputra,JOHOR,3160,1
Cust1316,58,[1]Female,[1]Bumiputra,JOHOR,3000,1
Cust1317,58,[1]Female,[2]Chinese,SELANGOR,8510,1
Cust1318,58,[1]Female,[2]Chinese,PERAK,4670,1
Cust1319,58,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,7340,1
Cust1320,58,[2]Male,[1]Bumiputra,SELANGOR,14870,1
Cust1321,58,[2]Male,[1]Bumiputra,KEDAH,4170,1
Cust1322,58,[2]Male,[2]Chinese,TERENGGANU,13130,1
Cust1323,58,[2]Male,[2]Chinese,TERENGGANU,13060,1
Cust1324,58,[1]Female,[1]Bumiputra,MELAKA,2840,1
Cust1325,58,[1]Female,[2]Chinese,KUALA LUMPUR,12440,1
Cust1326,58,[1]Female,[2]Chinese,PERAK,3300,1
Cust1327,58,[2]Male,[1]Bumiputra,SELANGOR,11740,1
Cust1328,58,[1]Female,[2]Chinese,SELANGOR,7810,1
Cust1329,58,[2]Male,[3]Indian,SELANGOR,5800,1
Cust1330,58,[2]Male,[1]Bumiputra,SELANGOR,4790,1
Cust1331,58,[2]Male,[3]Indian,SELANGOR,6460,1
Cust1332,58,[2]Male,[1]Bumiputra,KUALA LUMPUR,12950,1
Cust1333,58,[2]Male,[2]Chinese,PULAU PINANG,3390,1
Cust1334,58,[2]Male,[2]Chinese,MELAKA,8610,1
Cust1335,58,[2]Male,[2]Chinese,KUALA LUMPUR,9190,1
Cust1336,58,[2]Male,[2]Chinese,MELAKA,2000,1
Cust1337,58,[2]Male,[1]Bumiputra,SELANGOR,15000,1
Cust1338,58,[1]Female,[1]Bumiputra,KEDAH,3960,1
Cust1339,58,[2]Male,[1]Bumiputra,MELAKA,3870,1
Cust1340,58,[2]Male,[2]Chinese,NEGERI SEMBILAN,4320,1
Cust1341,58,[2]Male,[3]Indian,SELANGOR,3160,1
Cust1342,58,[2]Male,[1]Bumiputra,SELANGOR,7020,1
Cust1343,58,[1]Female,[2]Chinese,SELANGOR,11850,1
Cust1344,58,[1]Female,[3]Indian,PERAK,4860,1
Cust1345,58,[1]Female,[2]Chinese,KEDAH,5620,1
